UserID,Age,Gender,Country,Purchase Amount,Purchase Date,Product Category
4147,51,Male,Australia,19.22,31-03-2021,Books
4148,56,Female,Germany,318.17,29-11-2020,Beauty
4149,20,Other,USA,53.8,07-04-2021,Electronics
4150,25,Other,France,146.49,15-11-2022,Clothing
4151,40,Female,Canada,74.46,04-04-2023,
4152,31,Female,USA,73.01,21-10-2023,Books
4153,44,Other,Canada,41.93,16-03-2022,Sports
4154,46,Male,France,,14-03-2021,Electronics
4155,56,Female,USA,214.71,,Sports
4156,56,Female,USA,234.91,28-01-2021,Books
4157,18,Male,Australia,222.66,23-09-2020,Home & Kitchen
4158,,Other,France,264.23,20-02-2023,Sports
4159,58,Female,UK,430.59,09-04-2022,Sports
4160,47,,USA,317.74,06-05-2023,Electronics
4161,30,Other,Australia,13.56,30-11-2022,Beauty
4162,38,Other,USA,,30-04-2020,Sports
4163,36,Male,,,28-02-2021,Sports
4164,36,Other,Germany,474.78,04-01-2020,Clothing
4165,42,Other,UK,43.65,02-07-2023,Books
4166,,Female,USA,356.51,04-10-2021,Electronics
4167,48,Female,,21.38,19-10-2022,Sports
4168,34,,Canada,,29-03-2022,Beauty
4169,40,Male,France,,01-07-2020,Beauty
4170,49,Female,UK,175.25,04-02-2023,Books
4171,,Female,Germany,217.99,13-05-2021,Electronics
4172,27,Male,Germany,,15-04-2023,Beauty
4173,53,Other,Germany,37.75,12-03-2020,Sports
4174,25,Male,Australia,,10-03-2020,Home & Kitchen
4175,69,Other,France,,03-08-2021,Beauty
4176,37,Female,Canada,482.09,02-05-2020,Clothing
4177,,Female,Canada,397.88,26-01-2021,Electronics
4178,67,Female,Australia,65.43,04-06-2023,Home & Kitchen
4179,31,Other,,464.07,03-07-2022,Electronics
4180,67,Male,Australia,109.55,02-01-2021,Electronics
4181,45,Other,Canada,46.98,02-04-2021,Clothing
4182,63,Male,Canada,273.09,01-07-2020,Home & Kitchen
4183,69,Male,USA,369.63,04-06-2023,Sports
4184,41,Male,France,359.45,31-12-2022,Books
4185,32,Female,France,269.36,26-05-2021,Home & Kitchen
4186,39,Male,UK,248.91,28-10-2022,Beauty
4187,47,Female,France,484.92,31-12-2022,Electronics
4188,21,Male,Germany,411.18,24-12-2021,Beauty
4189,30,Male,Germany,350.83,15-02-2020,Home & Kitchen
4190,40,Female,UK,,,Books
4191,25,Female,Canada,410.79,15-08-2021,Beauty
4192,35,Other,UK,376.14,28-07-2022,Home & Kitchen
4193,29,Male,USA,496.05,11-02-2022,Books
4194,48,Female,UK,70.83,26-04-2021,Clothing
4195,31,Other,,359.07,03-12-2023,Electronics
4196,51,Other,Australia,489.65,13-04-2023,Sports
4197,35,Female,Germany,,21-12-2023,Home & Kitchen
4198,,Male,,368.04,16-10-2021,Clothing
4199,28,Other,Australia,487.81,24-08-2020,Beauty
4200,58,Male,USA,276.01,17-09-2022,Home & Kitchen
4201,29,Male,UK,,17-11-2021,Clothing
4202,66,Other,Australia,14.94,09-03-2023,Books
4203,32,Female,Australia,262.23,04-03-2020,Clothing
4204,48,Male,USA,131.62,05-10-2020,Beauty
4205,,Female,USA,69.97,19-02-2020,Beauty
4206,,,France,355.76,,Books
4207,43,Male,USA,24.35,05-02-2020,Clothing
4208,35,Female,Australia,452.91,06-03-2021,Home & Kitchen
4209,49,Female,Canada,261.3,19-05-2021,Sports
4210,39,Male,USA,325.87,05-09-2020,Electronics
4211,55,Female,Germany,130.45,03-01-2022,
4212,34,Female,France,95.19,15-03-2022,Sports
4213,40,Other,Germany,125.66,,Clothing
4214,41,Other,Germany,119.99,30-01-2022,Books
4215,67,Female,Canada,432.93,24-05-2021,Beauty
4216,25,Female,France,394.73,18-11-2023,Beauty
4217,58,Male,UK,427.1,26-12-2021,Home & Kitchen
4218,,Other,Australia,368.76,20-03-2022,Electronics
4219,22,Male,Australia,323.56,27-03-2023,Electronics
4220,,Female,,266.3,22-01-2023,Home & Kitchen
4221,46,Male,Australia,136.41,14-06-2020,Clothing
4222,,Female,,354.15,15-12-2022,Electronics
4223,28,Other,,72.61,25-10-2023,Home & Kitchen
4224,18,,Canada,257.98,02-11-2023,Clothing
4225,,Female,UK,,,Home & Kitchen
4226,36,Other,Canada,,19-11-2023,Electronics
4227,26,Female,UK,150.48,15-11-2023,Sports
4228,44,Male,UK,31.47,07-10-2023,Electronics
4229,51,Female,UK,254.34,,Electronics
4230,61,,Canada,95.01,08-10-2022,Sports
4231,21,Female,UK,84.77,29-06-2021,Clothing
4232,53,Other,Canada,195.26,03-03-2020,Beauty
4233,35,Female,France,184.08,02-12-2021,Beauty
4234,32,Female,UK,,,Home & Kitchen
4235,68,Female,Canada,284.5,29-08-2021,Clothing
4236,30,Other,Canada,428.01,27-05-2020,Clothing
4237,36,Female,Canada,77.68,03-11-2020,Home & Kitchen
4238,66,Other,USA,181.87,07-04-2020,Clothing
4239,23,Female,USA,279.89,18-08-2023,Beauty
4240,65,Male,UK,80.8,01-12-2022,Books
4241,29,Female,Australia,68.39,11-11-2020,Beauty
4242,,Male,France,332.39,23-01-2022,Electronics
4243,54,Other,Australia,328.65,08-11-2023,Books
4244,34,Other,UK,120.91,01-02-2023,Home & Kitchen
4245,40,Female,Germany,117.43,21-09-2023,Beauty
4246,43,Other,Germany,374,12-08-2021,Sports
4247,46,Female,France,62.91,21-11-2022,Sports
4248,50,Other,France,462.02,22-07-2022,Home & Kitchen
4249,44,Male,France,472.15,09-11-2021,Beauty
4250,42,Other,USA,,29-07-2023,Beauty
4251,27,Male,USA,109.29,19-11-2022,Home & Kitchen
4252,64,Female,Germany,,,Clothing
4253,40,Female,France,468.66,,Electronics
4254,38,Female,Canada,175.27,27-01-2021,Books
4255,38,Male,Australia,158.65,21-11-2022,Home & Kitchen
4256,60,Female,Germany,134.53,26-11-2021,Sports
4257,30,Female,France,126.05,,Electronics
4258,54,,,368.6,07-07-2022,Electronics
4259,50,Other,France,454.41,28-04-2022,Clothing
4260,41,Female,UK,394.1,05-08-2022,Sports
4261,61,Other,Canada,338.68,18-03-2023,Electronics
4262,28,Other,Australia,147.44,04-01-2023,Sports
4263,34,Female,UK,275.75,08-09-2022,
4264,21,Female,USA,122.3,10-02-2021,Sports
4265,64,Male,Germany,60.2,30-09-2020,Electronics
4266,,Male,France,64.55,10-01-2022,Beauty
4267,47,Female,Germany,,02-07-2021,Sports
4268,26,Other,Australia,24.05,01-03-2020,Sports
4269,38,Male,France,486.76,28-02-2023,
4270,37,Male,,497.76,27-05-2021,
4271,36,Female,Canada,78.97,19-12-2022,Electronics
4272,36,Female,Canada,216.51,20-06-2022,Books
4273,29,Female,France,,14-01-2021,Sports
4274,54,Female,UK,477.76,12-12-2020,
4275,59,Male,France,446.2,02-02-2021,Electronics
4276,34,Male,France,131.1,07-01-2020,Home & Kitchen
4277,54,Male,France,47.17,15-11-2023,Sports
4278,65,Other,Canada,147.92,17-07-2022,Books
4279,56,Male,,221.43,04-03-2023,Sports
4280,45,Male,France,183.17,,Clothing
4281,58,Female,Canada,388.07,09-11-2022,Clothing
4282,52,Male,USA,132.61,22-11-2020,Electronics
4283,64,,UK,430.03,28-12-2023,Beauty
4284,,Male,USA,116.69,15-10-2021,Books
4285,,Female,France,183.87,29-10-2023,Books
4286,31,Male,,,22-05-2020,Beauty
4287,,Male,,149.15,28-01-2021,Beauty
4288,61,Other,Germany,384.35,,Sports
4289,58,Other,UK,207.73,,Clothing
4290,24,Other,UK,444.08,05-05-2021,Sports
4291,58,Other,France,481.98,06-09-2023,Sports
4292,30,Female,USA,430.6,08-08-2022,Beauty
4293,35,Other,USA,263.7,15-02-2021,Electronics
4294,,Male,Germany,257.36,19-12-2020,Home & Kitchen
4295,30,Other,France,,07-03-2021,Electronics
4296,53,Female,UK,298.18,03-01-2020,Electronics
4297,48,Other,Australia,476.6,13-08-2022,Electronics
4298,19,Other,USA,44.9,10-05-2020,Sports
4299,33,Female,USA,377.47,03-01-2023,
4300,26,Female,Canada,435.42,09-09-2023,Sports
4301,26,Female,,493.42,20-10-2022,Sports
4302,55,Female,France,170.71,08-06-2020,
4303,28,Female,USA,181.01,17-01-2020,Clothing
4304,39,Female,France,118.74,19-11-2023,
4305,50,,UK,395.59,21-12-2020,Clothing
4306,53,Other,UK,74.32,21-11-2022,Books
4307,62,Other,USA,,07-06-2022,Sports
4308,40,Female,Germany,151.15,27-04-2021,Clothing
4309,62,Female,France,190.59,24-03-2023,Books
4310,62,Male,France,,01-09-2021,Home & Kitchen
4311,,Male,Canada,281.72,11-02-2022,Electronics
4312,26,Female,UK,474.44,06-05-2022,Books
4313,41,Male,UK,127.4,06-03-2022,Beauty
4314,25,Male,USA,390.71,19-08-2022,Clothing
4315,,Female,USA,339.81,12-03-2022,Clothing
4316,53,Female,USA,,07-12-2020,Home & Kitchen
4317,35,,Canada,406.14,09-02-2021,Books
4318,20,Female,Germany,49.85,28-10-2023,Electronics
4319,45,Other,USA,370.77,02-08-2023,Clothing
4320,23,,USA,359.31,13-07-2021,Sports
4321,,Female,Australia,346.25,30-07-2021,Beauty
4322,61,,USA,141.96,08-08-2020,Sports
4323,38,Female,,288.82,26-05-2020,Books
4324,45,Other,France,381.98,27-09-2022,Beauty
4325,57,Male,Germany,320.61,18-04-2023,Home & Kitchen
4326,18,Other,France,403.13,13-08-2023,Electronics
4327,53,Female,Australia,345.5,04-10-2023,Books
4328,38,Other,UK,140.85,05-05-2021,Books
4329,60,Other,UK,,18-12-2020,Beauty
4330,52,Other,,,07-10-2022,
4331,30,Male,Australia,381.08,21-03-2020,Clothing
4332,,Other,France,75.45,19-05-2022,Sports
4333,27,Male,Canada,91.54,05-12-2021,Clothing
4334,61,Female,Germany,,09-03-2021,Home & Kitchen
4335,64,Female,France,268.22,20-02-2023,Electronics
4336,27,Other,Australia,273.43,,Clothing
4337,63,Male,Australia,252.54,,Books
4338,30,Female,France,161.42,24-05-2021,Books
4339,54,Male,Germany,216.77,,Home & Kitchen
4340,55,Male,France,,01-07-2022,Home & Kitchen
4341,41,Other,France,94.99,24-04-2021,Electronics
4342,19,Other,Germany,104.77,24-01-2022,Clothing
4343,39,Male,Canada,335.15,27-12-2021,Books
4344,34,Male,Australia,434.12,12-04-2023,Electronics
4345,53,Other,Germany,173.49,,Electronics
4346,31,Male,USA,466.71,12-08-2022,Books
4347,27,Other,USA,33.55,14-04-2020,Clothing
4348,,Male,USA,63.67,26-02-2022,Sports
4349,42,Other,USA,,10-08-2023,Home & Kitchen
4350,20,Male,UK,363.13,05-03-2022,
4351,64,Other,Canada,188.56,27-01-2021,Clothing
4352,55,Male,UK,279.6,14-07-2020,Sports
4353,34,Female,France,19.14,25-02-2021,Sports
4354,29,Female,,233.61,30-05-2022,Books
4355,69,Male,,,05-08-2020,Sports
4356,41,Female,USA,260.6,01-06-2020,Home & Kitchen
4357,46,Male,Germany,265.29,,Electronics
4358,60,Male,France,377.81,20-11-2021,Clothing
4359,42,Female,USA,272.22,03-10-2023,Beauty
4360,53,Male,Australia,309.06,12-12-2021,Home & Kitchen
4361,,Other,Canada,,08-04-2023,Sports
4362,55,Male,,,05-11-2020,Electronics
4363,18,Male,Australia,396.85,09-10-2023,Electronics
4364,37,Female,Germany,379.04,06-09-2020,Sports
4365,45,Other,Australia,315.49,03-11-2023,Home & Kitchen
4366,33,Male,Germany,266.54,30-07-2022,Beauty
4367,64,Male,France,175.65,,Sports
4368,34,Male,,393.06,14-03-2023,Clothing
4369,57,Male,Canada,98.86,16-09-2021,Electronics
4370,45,Male,Australia,23.09,01-04-2020,Books
4371,29,Male,Australia,,19-04-2023,Electronics
4372,44,Other,France,76.7,25-02-2023,Sports
4373,59,Other,France,452.39,25-07-2023,Beauty
4374,64,Male,Germany,386.49,06-07-2023,Sports
4375,,Male,USA,303.11,03-10-2023,Books
4376,58,,USA,160.39,28-07-2021,Books
4377,51,Other,USA,320.78,,Electronics
4378,54,Other,Germany,241.04,13-04-2022,Sports
4379,23,Male,USA,,28-10-2020,Electronics
4380,24,Other,France,472.81,20-05-2023,Home & Kitchen
4381,49,Other,UK,85.14,02-05-2021,Sports
4382,49,Female,UK,377.92,28-04-2021,Beauty
4383,42,Female,UK,401.02,09-10-2021,Electronics
4384,50,Other,USA,476.14,04-07-2021,Beauty
4385,24,Other,UK,276.96,07-04-2021,Sports
4386,69,Other,Australia,269.76,05-10-2023,Sports
4387,29,Male,USA,460.54,29-10-2020,Clothing
4388,33,Female,Australia,401.54,21-02-2021,Electronics
4389,33,Male,France,383,08-03-2020,Sports
4390,60,Female,Australia,395.62,26-02-2020,Books
4391,53,Female,France,249.12,22-03-2023,Books
4392,30,,Germany,25.5,19-07-2020,Clothing
4393,24,Other,Germany,103.14,21-08-2021,Sports
4394,53,Female,,323.28,,Electronics
4395,64,Male,Canada,201.1,28-11-2022,Beauty
4396,68,Female,France,,25-06-2023,Electronics
4397,26,Male,USA,,11-02-2023,Beauty
4398,49,Female,Canada,222.14,02-11-2023,Beauty
4399,,Female,France,,,Beauty
4400,25,Other,USA,360.89,12-05-2022,Books
4401,50,Male,France,454.98,12-02-2022,Home & Kitchen
4402,40,Female,France,386.13,07-08-2022,Sports
4403,42,Female,USA,64.42,20-02-2023,Clothing
4404,25,Male,France,271.29,17-08-2021,Clothing
4405,62,Female,France,418.51,31-07-2020,Beauty
4406,39,Other,,297.54,25-02-2022,Sports
4407,21,Male,Germany,222.59,,Sports
4408,57,Other,UK,,13-04-2023,Beauty
4409,20,Male,France,168.54,22-07-2023,Clothing
4410,46,Male,USA,124.87,13-06-2023,Clothing
4411,58,Male,Australia,101.88,19-06-2020,Electronics
4412,46,Female,France,296.49,23-02-2021,Clothing
4413,51,Male,Germany,257.15,25-01-2023,Beauty
4414,51,Male,Germany,368.74,03-04-2022,Books
4415,45,Male,Australia,157.43,21-01-2020,Clothing
4416,,Other,France,233.11,16-10-2020,Clothing
4417,32,Male,Canada,341.78,,Books
4418,40,Female,Australia,481.8,10-01-2023,Books
4419,61,Male,UK,177.69,16-04-2020,Sports
4420,43,Male,USA,152.61,19-11-2021,Beauty
4421,21,Other,,227.4,02-08-2022,
4422,43,Female,USA,363.32,12-10-2020,Clothing
4423,57,Female,,480.97,12-09-2021,Books
4424,26,Female,Germany,270.59,21-02-2022,Electronics
4425,22,Male,UK,407.16,16-09-2023,Home & Kitchen
4426,49,Male,France,,28-12-2021,Books
4427,37,Female,France,24.73,07-04-2022,
4428,67,Female,Canada,447.63,11-05-2020,Clothing
4429,28,Other,France,148.49,04-12-2020,Electronics
4430,32,Female,UK,73.64,08-08-2020,Beauty
4431,49,Male,France,498.1,20-02-2022,Electronics
4432,45,Male,Germany,176.96,28-04-2022,Beauty
4433,39,Male,Australia,72.59,17-03-2020,Sports
4434,58,Other,France,159.21,27-08-2021,Beauty
4435,34,Female,USA,259.35,14-08-2021,Beauty
4436,43,Male,USA,,19-02-2020,Sports
4437,61,Other,Australia,179.55,17-01-2022,Clothing
4438,24,Other,USA,336.08,28-09-2023,Books
4439,,Male,USA,,27-11-2020,Electronics
4440,,Other,,201.73,10-08-2023,Clothing
4441,42,Other,Germany,284.46,21-03-2023,Clothing
4442,27,Male,Germany,319.85,23-01-2023,
4443,62,Other,,40.02,08-11-2021,Books
4444,36,Male,Australia,174.4,22-09-2022,Electronics
4445,28,Male,,343.71,05-11-2023,
4446,30,Other,Canada,369.15,,Beauty
4447,25,Male,Australia,181.2,16-11-2020,Electronics
4448,57,Male,Canada,8.33,,Electronics
4449,21,Female,USA,8.4,12-06-2021,Sports
4450,64,Male,UK,,17-05-2022,Electronics
4451,48,Female,Australia,277.99,10-01-2022,Home & Kitchen
4452,45,Female,France,,30-07-2023,Beauty
4453,28,Female,Canada,362.27,30-09-2023,Books
4454,60,Female,Australia,461.03,10-06-2023,Electronics
4455,18,Other,Australia,495.13,07-10-2023,Books
4456,66,Other,Germany,352.03,16-12-2021,Books
4457,64,,,259.43,08-03-2021,Home & Kitchen
4458,69,Male,Germany,,30-08-2023,Electronics
4459,55,Male,UK,195.17,28-09-2022,Books
4460,41,Other,UK,288.37,14-01-2021,Beauty
4461,64,Female,France,499.91,13-09-2020,Electronics
4462,48,Other,Australia,67.86,31-01-2021,
4463,58,Other,Germany,,27-02-2022,Sports
4464,63,Male,Germany,499.48,13-09-2020,Sports
4465,67,Male,Canada,403.62,30-08-2022,Sports
4466,43,Male,Australia,384.74,07-06-2020,Sports
4467,66,Female,USA,,,Clothing
4468,67,Female,USA,6.66,09-09-2022,Books
4469,,Other,Canada,116.86,21-07-2020,Clothing
4470,37,Female,UK,395.95,07-12-2023,Electronics
4471,69,Male,Canada,58.1,18-11-2021,Beauty
4472,58,Female,Canada,151.58,22-03-2020,Sports
4473,28,Female,Germany,283.44,14-11-2022,Electronics
4474,,Female,Canada,292.01,18-07-2022,
4475,67,Female,UK,273.78,18-01-2020,Books
4476,55,Male,USA,490.54,18-08-2022,Home & Kitchen
4477,44,Male,France,,05-06-2022,Books
4478,51,Other,Australia,246.36,13-02-2023,
4479,32,Other,Canada,254.69,18-03-2023,Home & Kitchen
4480,49,Other,Australia,150.19,11-09-2023,Beauty
4481,38,Female,,264.91,21-01-2020,Books
4482,63,Female,Australia,338.27,23-09-2022,Electronics
4483,22,Male,Germany,338.01,17-03-2023,Home & Kitchen
4484,23,Other,Germany,,29-09-2021,Books
4485,55,Male,Australia,402.22,25-07-2022,Books
4486,39,Other,Canada,,05-01-2022,Home & Kitchen
4487,35,Other,Canada,66.19,24-09-2021,Electronics
4488,31,Other,UK,211.24,01-10-2021,Sports
4489,27,Female,USA,258.32,21-03-2021,Beauty
4490,63,Other,USA,71.74,13-10-2020,Clothing
4491,30,Other,France,254.18,,Sports
4492,,Female,USA,107.4,26-10-2021,Home & Kitchen
4493,47,,France,468,10-09-2023,Home & Kitchen
4494,20,Female,,226.99,18-07-2020,Beauty
4495,47,Female,France,497.48,23-02-2022,Books
4496,23,Male,France,28.02,27-05-2020,
4497,46,Female,,68.15,01-01-2021,Electronics
4498,25,Female,Canada,224.39,08-08-2020,Beauty
4499,,Female,Germany,437.81,,Beauty
4500,62,Other,UK,279.84,01-11-2020,Electronics
4501,60,Male,,367.51,27-06-2020,Home & Kitchen
4502,61,,France,,25-08-2022,Electronics
4503,50,Female,Australia,25.05,20-02-2021,Clothing
4504,34,Female,France,325.67,01-09-2021,Beauty
4505,65,Male,Canada,318.83,19-09-2021,Electronics
4506,28,Male,UK,40.36,02-05-2020,Electronics
4507,30,Female,Australia,89.59,11-10-2020,Beauty
4508,67,Female,USA,,07-12-2021,Books
4509,28,Other,Germany,,03-01-2020,Home & Kitchen
4510,48,Female,Canada,377.45,29-01-2022,Electronics
4511,,Other,UK,196.77,18-09-2020,Home & Kitchen
4512,61,Male,Germany,333.33,,Electronics
4513,23,Other,USA,353.69,22-08-2022,Electronics
4514,58,Female,Germany,324.28,17-09-2020,Electronics
4515,33,Other,Australia,300.08,23-10-2022,Books
4516,21,Other,France,403.81,10-02-2022,
4517,52,Male,France,330.27,22-03-2021,Sports
4518,65,Other,Canada,417.92,24-05-2023,Clothing
4519,,Female,Germany,320.16,11-02-2022,Beauty
4520,29,Other,France,83.69,23-04-2021,Beauty
4521,28,Other,Canada,158.18,22-07-2021,Electronics
4522,54,Other,Canada,168.53,16-05-2022,Beauty
4523,42,Female,Australia,51.49,17-08-2021,Sports
4524,35,Other,Canada,,15-03-2021,Home & Kitchen
4525,36,Female,USA,299.58,18-07-2020,Books
4526,40,Other,France,296.93,29-10-2021,Home & Kitchen
4527,55,Male,France,241.87,22-07-2022,
4528,35,Male,UK,,05-10-2020,Home & Kitchen
4529,43,Male,USA,9,04-03-2023,Home & Kitchen
4530,23,Female,France,52.64,,Clothing
4531,21,Female,,343.26,23-07-2020,Clothing
4532,61,Female,,134.43,,Clothing
4533,68,Other,UK,58.42,25-03-2020,Home & Kitchen
4534,46,Female,Germany,167.68,,Beauty
4535,51,Female,Germany,130.97,24-01-2021,Books
4536,34,Female,USA,,07-03-2023,
4537,60,Female,Canada,208.23,14-02-2021,Books
4538,60,Male,UK,18.38,,Books
4539,33,Other,UK,,26-05-2023,Electronics
4540,19,Male,France,397.27,09-09-2021,Sports
4541,51,Other,Australia,160.91,16-12-2022,
4542,25,Other,France,,01-04-2020,Sports
4543,,Male,Australia,152.39,22-02-2022,Home & Kitchen
4544,59,Female,UK,,25-10-2023,
4545,25,Male,Canada,365.94,,Sports
4546,47,Other,Germany,,06-12-2023,Electronics
4547,49,Other,USA,109.26,09-02-2022,
4548,53,Female,Australia,73.21,11-07-2020,Beauty
4549,64,Male,Germany,382.4,14-02-2023,Sports
4550,47,Other,USA,229.25,07-12-2021,Electronics
4551,18,Male,Canada,119.82,31-10-2021,Electronics
4552,60,Female,UK,460.21,22-07-2023,Clothing
4553,56,Female,Canada,198.1,08-10-2023,Beauty
4554,34,Other,Australia,274.03,22-06-2022,Home & Kitchen
4555,37,Female,UK,429.61,25-11-2022,Books
4556,41,Other,France,417.52,15-09-2021,Sports
4557,67,,USA,320.79,10-01-2022,Sports
4558,39,Female,,444.87,15-07-2020,
4559,46,Female,UK,476.29,16-10-2020,Electronics
4560,39,Male,USA,467.88,04-02-2022,Electronics
4561,,Male,USA,177.76,05-12-2023,Sports
4562,26,Other,France,201.6,17-12-2023,Sports
4563,54,Male,USA,124.05,16-06-2023,Books
4564,27,Other,UK,419.23,14-08-2023,Books
4565,53,,Australia,65.3,01-12-2022,Beauty
4566,54,Female,Australia,180.77,07-10-2022,Home & Kitchen
4567,45,Male,UK,9.82,28-03-2020,Electronics
4568,45,Other,,299.35,24-06-2020,Clothing
4569,59,Other,Canada,330.9,15-07-2022,Beauty
4570,60,Male,UK,128.25,04-10-2020,Clothing
4571,38,Other,Australia,369.68,28-09-2023,Beauty
4572,41,Other,,193.86,13-08-2023,Books
4573,59,,USA,,27-07-2023,Home & Kitchen
4574,57,Other,USA,,27-02-2021,Sports
4575,19,Other,UK,296.4,10-12-2023,Books
4576,25,Other,France,129.9,02-02-2020,Books
4577,65,Male,Canada,491.7,17-11-2022,Beauty
4578,44,,USA,196.84,27-07-2020,Books
4579,39,Male,Australia,,24-08-2021,Clothing
4580,54,Other,USA,363.31,04-09-2020,Books
4581,44,Other,Australia,,02-11-2023,Home & Kitchen
4582,46,Male,,270.28,26-04-2022,Clothing
4583,20,Male,USA,123.69,13-10-2023,Home & Kitchen
4584,61,Other,France,235.58,28-02-2022,Beauty
4585,30,Other,Australia,158.85,18-01-2020,Clothing
4586,62,Female,USA,275.99,31-07-2020,Beauty
4587,27,Male,USA,336.6,,Home & Kitchen
4588,53,Other,UK,308.93,22-01-2023,Electronics
4589,26,Male,France,,06-05-2022,Electronics
4590,44,Male,France,25.56,10-07-2022,Clothing
4591,51,Male,UK,43.91,17-03-2022,Electronics
4592,68,Female,Australia,106.63,06-11-2022,
4593,18,Other,Germany,492.97,16-06-2023,
4594,49,Other,Canada,401.13,11-06-2021,Home & Kitchen
4595,42,Male,France,,25-06-2020,Clothing
4596,46,Other,,139.68,28-02-2023,Beauty
4597,24,,Australia,289.06,24-10-2020,Electronics
4598,66,Male,Canada,279.67,22-12-2022,Clothing
4599,20,Female,France,286.91,24-09-2022,Sports
4600,37,,USA,360.2,07-03-2022,Clothing
4601,37,Other,France,200.02,27-02-2023,Clothing
4602,47,Other,Canada,340.22,28-12-2020,Beauty
4603,,Female,Germany,395.28,07-09-2021,Books
4604,52,Other,USA,148.09,17-07-2023,Books
4605,66,Female,Canada,473.14,24-09-2020,
4606,56,Female,Australia,261.43,14-05-2021,Books
4607,44,,Canada,367.72,02-07-2022,
4608,43,Female,,365.82,04-08-2020,Sports
4609,31,Female,,284.8,12-10-2023,Clothing
4610,34,Other,UK,164.73,07-10-2021,Beauty
4611,35,Male,UK,335.14,01-10-2022,Sports
4612,62,,,48.21,02-08-2023,
4613,69,Male,Canada,490.81,29-06-2021,Beauty
4614,46,Other,Germany,96.08,,Books
4615,37,Female,USA,141.34,06-12-2023,Home & Kitchen
4616,44,Male,Australia,,25-08-2022,Clothing
4617,,Male,USA,97.34,16-09-2023,Clothing
4618,21,Male,,89.2,23-11-2021,Electronics
4619,18,Male,Australia,403.25,22-02-2022,Home & Kitchen
4620,67,Other,Germany,,10-07-2022,Home & Kitchen
4621,18,Other,Canada,51.89,17-10-2022,Home & Kitchen
4622,43,,Australia,117.19,27-01-2020,Sports
4623,62,Male,Canada,,09-02-2023,Books
4624,,Male,Canada,143.76,06-03-2023,Electronics
4625,69,Other,USA,349.05,18-09-2020,Sports
4626,40,Male,France,200.59,08-10-2021,Beauty
4627,27,Male,USA,134.75,19-11-2021,Books
4628,,Male,UK,76.3,05-06-2021,Clothing
4629,58,Other,,486.23,15-08-2023,Electronics
4630,58,Female,Canada,262.95,07-02-2023,Sports
4631,22,Female,France,61.8,27-12-2023,Electronics
4632,18,Other,Australia,103.41,15-09-2021,Books
4633,34,Female,Canada,,23-09-2020,Beauty
4634,39,Male,Australia,274.36,,Beauty
4635,51,Male,Canada,94.99,29-10-2021,Sports
4636,62,Other,,142.48,21-05-2023,Beauty
4637,58,,Canada,392.93,25-08-2023,Sports
4638,46,Female,Canada,211.65,23-02-2020,Electronics
4639,,Female,,5.69,12-02-2022,Clothing
4640,22,Male,,31.7,29-01-2021,Clothing
4641,28,Other,Australia,222.47,26-05-2021,Clothing
4642,68,Female,France,34.76,11-03-2022,Books
4643,38,Female,Canada,,20-11-2020,Electronics
4644,52,Male,France,365.3,05-04-2020,Beauty
4645,29,Male,France,242.79,22-06-2020,Books
4646,43,Male,Germany,243.82,09-12-2020,Books
4647,68,Male,Germany,301.12,23-07-2020,Beauty
4648,36,,,395.32,24-02-2020,Clothing
4649,62,Other,USA,83.5,10-12-2021,Clothing
4650,24,Other,,90.66,13-08-2020,Clothing
4651,64,Male,France,65.09,23-08-2023,Beauty
4652,24,Male,UK,468.73,28-07-2023,Electronics
4653,43,Female,UK,290.76,28-10-2020,Electronics
4654,57,Male,Australia,50.86,13-05-2023,Beauty
4655,22,Other,Germany,114.22,07-08-2020,Clothing
4656,38,Male,UK,364.17,30-09-2022,Books
4657,,Other,Canada,,03-03-2021,Electronics
4658,21,Male,Australia,364.2,20-05-2020,Sports
4659,40,Male,France,456.17,30-03-2021,Books
4660,59,Other,Canada,32.91,24-05-2020,Beauty
4661,37,Female,USA,97.28,26-08-2022,Books
4662,,Female,Germany,6.18,09-06-2021,Home & Kitchen
4663,67,,Canada,58.97,06-06-2020,Electronics
4664,69,Male,France,310.41,14-04-2020,Sports
4665,62,Other,Canada,27.18,11-01-2022,Electronics
4666,46,Other,Canada,,08-06-2022,Books
4667,25,Male,,254.18,15-10-2020,Beauty
4668,58,Other,Germany,453.78,23-09-2021,Electronics
4669,65,Female,USA,239.77,23-04-2023,Books
4670,36,Female,France,75.56,25-05-2023,Sports
4671,65,Other,Australia,148.2,20-11-2022,Books
4672,,Other,Australia,337.74,05-10-2020,Beauty
4673,63,Other,France,60.5,05-08-2022,Clothing
4674,45,Female,USA,119.71,12-08-2020,Beauty
4675,63,Male,France,,15-04-2023,Books
4676,44,,UK,7.74,24-03-2020,Clothing
4677,21,Other,Australia,80.33,01-04-2020,Sports
4678,32,Other,Australia,422.62,08-01-2020,Sports
4679,52,Male,Canada,55.18,13-12-2022,Books
4680,54,Other,UK,,01-04-2023,Clothing
4681,18,Other,Australia,65.05,23-04-2021,Books
4682,20,Female,UK,348.33,17-04-2020,Sports
4683,64,Other,UK,496.59,,Clothing
4684,41,Female,,297.36,24-08-2020,Home & Kitchen
4685,44,Male,Australia,,08-07-2023,Home & Kitchen
4686,57,Other,Germany,,08-09-2022,Sports
4687,53,Other,USA,271.15,12-06-2021,Beauty
